台灣頻道,#genre#
SportNet World,http://api.xiptv.x10.bz/anbo/?id=1280
SportNet 360,http://api.xiptv.x10.bz/anbo/?id=1281
NBA CA,http://api.xiptv.x10.bz/anbo/?id=1282
E ent,http://api.xiptv.x10.bz/anbo/?id=1392
Freesports,http://api.xiptv.x10.bz/anbo/?id=1412
BT Sport 2,http://api.xiptv.x10.bz/anbo/?id=166
BT Sport 3,http://api.xiptv.x10.bz/anbo/?id=167
BT Sport 1,http://api.xiptv.x10.bz/anbo/?id=165
Sky Sports 1,http://api.xiptv.x10.bz/anbo/?id=172
Sky Sport 2,http://api.xiptv.x10.bz/anbo/?id=171
Sky Sports F1,http://api.xiptv.x10.bz/anbo/?id=182
Sky Sport 3,http://api.xiptv.x10.bz/anbo/?id=183
Sky Sport 4,http://api.xiptv.x10.bz/anbo/?id=417
Sky Sport 5,http://api.xiptv.x10.bz/anbo/?id=418
sky sports racing hd,http://api.xiptv.x10.bz/anbo/?id=2778
sky news hd,http://api.xiptv.x10.bz/anbo/?id=2779
UK Euro Sport 1,http://api.xiptv.x10.bz/anbo/?id=3226
UK Euro Sport 2,http://api.xiptv.x10.bz/anbo/?id=3227
sky sports mix,http://api.xiptv.x10.bz/anbo/?id=2780
sky sports arena,http://api.xiptv.x10.bz/anbo/?id=2781
sky sports football,http://api.xiptv.x10.bz/anbo/?id=2782
sky sports premier league,http://api.xiptv.x10.bz/anbo/?id=2783
sky sports the open,http://api.xiptv.x10.bz/anbo/?id=2784
sky sports action,http://api.xiptv.x10.bz/anbo/?id=2785
sky sports cricket,http://api.xiptv.x10.bz/anbo/?id=2786
sky sports main event,http://api.xiptv.x10.bz/anbo/?id=2787
sky sports f1,http://api.xiptv.x10.bz/anbo/?id=3237
cbs action,http://api.xiptv.x10.bz/anbo/?id=3238
Russia Today,http://api.xiptv.x10.bz/anbo/?id=3239
4seven hd,http://api.xiptv.x10.bz/anbo/?id=3240
racing uk hd,http://api.xiptv.x10.bz/anbo/?id=3241
vault,http://api.xiptv.x10.bz/anbo/?id=3242
sky greats,http://api.xiptv.x10.bz/anbo/?id=3243
hoem and health,http://api.xiptv.x10.bz/anbo/?id=3244
channel 4 hd,http://api.xiptv.x10.bz/anbo/?id=3245
citv,http://api.xiptv.x10.bz/anbo/?id=3246
channel 5,http://api.xiptv.x10.bz/anbo/?id=3247
sony tv,http://api.xiptv.x10.bz/anbo/?id=3248
nickelodeon,http://api.xiptv.x10.bz/anbo/?id=3249
Bein Sport 4 Max,http://api.xiptv.x10.bz/anbo/?id=1405
Bein Sport 5 Max,http://api.xiptv.x10.bz/anbo/?id=1450
Bein Sport 1,http://api.xiptv.x10.bz/anbo/?id=1085
Bein Sport 3,http://api.xiptv.x10.bz/anbo/?id=2230
SKY SPORT ARENA,http://api.xiptv.x10.bz/anbo/?id=2739
SKY F1,http://api.xiptv.x10.bz/anbo/?id=2740
Sky sport uno,http://api.xiptv.x10.bz/anbo/?id=1597
Rai Sport,http://api.xiptv.x10.bz/anbo/?id=1613
Suria,http://api.xiptv.x10.bz/anbo/?id=434
Astro Sp1,http://api.xiptv.x10.bz/anbo/?id=444
ASSP1_HD,http://api.xiptv.x10.bz/anbo/?id=1070
Astro Sp2,http://api.xiptv.x10.bz/anbo/?id=445
ASSP2_HD,http://api.xiptv.x10.bz/anbo/?id=1071
Astro Sp3,http://api.xiptv.x10.bz/anbo/?id=446
Astro Sp4,http://api.xiptv.x10.bz/anbo/?id=3234
Astro Sp4,http://api.xiptv.x10.bz/anbo/?id=447
Astro Sp5,http://api.xiptv.x10.bz/anbo/?id=2432
SPOTV 1,http://api.xiptv.x10.bz/anbo/?id=3037
SPOTV 2,http://api.xiptv.x10.bz/anbo/?id=3038
Sport TV 1,http://api.xiptv.x10.bz/anbo/?id=1779
Sport TV 2,http://api.xiptv.x10.bz/anbo/?id=1785
Sport TV 3,http://api.xiptv.x10.bz/anbo/?id=2135
紀實頻道,#genre#
亞洲旅遊,http://api.xiptv.x10.bz/anbo/?id=2299
探索頻道,http://api.xiptv.x10.bz/anbo/?id=2817
探索頻道,http://api.xiptv.x10.bz/anbo/?id=1035
大陸尋奇,http://api.xiptv.x10.bz/anbo/?id=102
TLC,http://api.xiptv.x10.bz/anbo/?id=2275
動物星球,http://api.xiptv.x10.bz/anbo/?id=367
Fashion One,http://api.xiptv.x10.bz/anbo/?id=113
探索亞洲,http://api.xiptv.x10.bz/anbo/?id=306
探索科學,http://api.xiptv.x10.bz/anbo/?id=343
Nat Geo WILD,http://api.xiptv.x10.bz/anbo/?id=388
國家野生（英）,http://api.xiptv.x10.bz/anbo/?id=1038
CI罪案偵查,http://api.xiptv.x10.bz/anbo/?id=2303
探索EVE,http://api.xiptv.x10.bz/anbo/?id=1036
TaiwanPlus,http://api.xiptv.x10.bz/anbo/?id=327
視納華仁紀實,http://api.xiptv.x10.bz/anbo/?id=91
美食星球,http://api.xiptv.x10.bz/anbo/?id=3073
美食星球,http://api.xiptv.x10.bz/anbo/?id=1360
EYE旅遊,http://api.xiptv.x10.bz/anbo/?id=1494
Travel Channel,http://api.xiptv.x10.bz/anbo/?id=63
探索動力DMAX,http://api.xiptv.x10.bz/anbo/?id=335
Pet Club,http://api.xiptv.x10.bz/anbo/?id=368
Globetrotter（MOD）,http://api.xiptv.x10.bz/anbo/?id=3259
TV5MONDE STYLE,http://api.xiptv.x10.bz/anbo/?id=389
動物世界,http://api.xiptv.x10.bz/anbo/?id=291
法國時裝,http://api.xiptv.x10.bz/anbo/?id=2287
台灣啟示錄,http://api.xiptv.x10.bz/anbo/?id=2765
CCTV17,http://api.xiptv.x10.bz/anbo/?id=3260
TLC,http://api.xiptv.x10.bz/anbo/?id=1533
National Geographic,http://api.xiptv.x10.bz/anbo/?id=294
TLC Canada,http://api.xiptv.x10.bz/anbo/?id=1262
Food Network Canada,http://api.xiptv.x10.bz/anbo/?id=1265
History,http://api.xiptv.x10.bz/anbo/?id=1413
Food Network 英,http://api.xiptv.x10.bz/anbo/?id=1421
少兒頻道,#genre#
Bebefinn,http://api.xiptv.x10.bz/anbo/?id=489
Leigha Marina,http://api.xiptv.x10.bz/anbo/?id=313
MOMO親子,http://api.xiptv.x10.bz/anbo/?id=2767
東森幼幼,http://api.xiptv.x10.bz/anbo/?id=371
東森幼幼（備）,http://api.xiptv.x10.bz/anbo/?id=2771
東森亞洲呦呦,http://api.xiptv.x10.bz/anbo/?id=293
PBS KIDS,http://api.xiptv.x10.bz/anbo/?id=355
CN Asia,http://api.xiptv.x10.bz/anbo/?id=2768
Nick Jr.,http://api.xiptv.x10.bz/anbo/?id=50
Spidey,http://api.xiptv.x10.bz/anbo/?id=2270
Dreamworks,http://api.xiptv.x10.bz/anbo/?id=48
CN卡通,http://api.xiptv.x10.bz/anbo/?id=107
Tom and Jerry,http://api.xiptv.x10.bz/anbo/?id=3209
Curious George,http://api.xiptv.x10.bz/anbo/?id=173
Gabby Dollhouse,http://api.xiptv.x10.bz/anbo/?id=1344
Animax,http://api.xiptv.x10.bz/anbo/?id=59
Bluey,http://api.xiptv.x10.bz/anbo/?id=143
靖洋卡通,http://api.xiptv.x10.bz/anbo/?id=348
YOYO TV,http://api.xiptv.x10.bz/anbo/?id=340
靖天卡通,http://api.xiptv.x10.bz/anbo/?id=344
i-Fun動漫,http://api.xiptv.x10.bz/anbo/?id=1127
i-Fun動漫,http://api.xiptv.x10.bz/anbo/?id=2802
達文西,http://api.xiptv.x10.bz/anbo/?id=68
Treehouse,http://api.xiptv.x10.bz/anbo/?id=55
Nickj,http://api.xiptv.x10.bz/anbo/?id=53
Disney,http://api.xiptv.x10.bz/anbo/?id=5
Boomerang,http://api.xiptv.x10.bz/anbo/?id=57
Phineas and Ferb,http://api.xiptv.x10.bz/anbo/?id=1098
Talking Tom,http://api.xiptv.x10.bz/anbo/?id=2696
BABY LOONEY TUNES,http://api.xiptv.x10.bz/anbo/?id=2438
朱妮托尼,http://api.xiptv.x10.bz/anbo/?id=2537
Beep Beep,http://api.xiptv.x10.bz/anbo/?id=3015
The Amazing World of Elmore,http://api.xiptv.x10.bz/anbo/?id=456
The Smurfs,http://api.xiptv.x10.bz/anbo/?id=454
ChuChu,http://api.xiptv.x10.bz/anbo/?id=1562
CCTV14,http://api.xiptv.x10.bz/anbo/?id=214
CCTV14,http://api.xiptv.x10.bz/anbo/?id=2826
音樂宗教,#genre#
好消息,http://api.xiptv.x10.bz/anbo/?id=104
好消息2,http://api.xiptv.x10.bz/anbo/?id=363
Water Sounds,http://api.xiptv.x10.bz/anbo/?id=496
Unbelievable Beauty,http://api.xiptv.x10.bz/anbo/?id=1002
Relaxing Music,http://api.xiptv.x10.bz/anbo/?id=151
Relaxing Jazz Piano,http://api.xiptv.x10.bz/anbo/?id=1351
One World Radio,http://api.xiptv.x10.bz/anbo/?id=1153
Mezzo Live,http://api.xiptv.x10.bz/anbo/?id=60
8FM,http://api.xiptv.x10.bz/anbo/?id=9
Lofi Hip Hop,http://api.xiptv.x10.bz/anbo/?id=2350
Eight FM,http://api.xiptv.x10.bz/anbo/?id=1021
自然の音,http://api.xiptv.x10.bz/anbo/?id=1138
4K Nature,http://api.xiptv.x10.bz/anbo/?id=1015
Coffee Jazz,http://api.xiptv.x10.bz/anbo/?id=1019
Space Ambient,http://api.xiptv.x10.bz/anbo/?id=1005
Rolling Cam Venice,http://api.xiptv.x10.bz/anbo/?id=1007
大愛一臺,http://api.xiptv.x10.bz/anbo/?id=11
大愛二臺,http://api.xiptv.x10.bz/anbo/?id=197
Baroque Live Music,http://api.xiptv.x10.bz/anbo/?id=1027
唯心電視,http://api.xiptv.x10.bz/anbo/?id=1150
人間衛視,http://api.xiptv.x10.bz/anbo/?id=101
Good Life Radio,http://api.xiptv.x10.bz/anbo/?id=1152
Rainy Jazz,http://api.xiptv.x10.bz/anbo/?id=1089
Deep House Radio,http://api.xiptv.x10.bz/anbo/?id=1090
Sleeping Music,http://api.xiptv.x10.bz/anbo/?id=1087
Relaxing Piano Collection,http://api.xiptv.x10.bz/anbo/?id=1088
Trace Urban,http://api.xiptv.x10.bz/anbo/?id=1003
佛衛慈悲台,http://api.xiptv.x10.bz/anbo/?id=1306
生命電視,http://api.xiptv.x10.bz/anbo/?id=1124
華藏電視,http://api.xiptv.x10.bz/anbo/?id=1053
治愈音樂,http://api.xiptv.x10.bz/anbo/?id=1503
正德電視,http://api.xiptv.x10.bz/anbo/?id=42
SupremeMasterTV,http://api.xiptv.x10.bz/anbo/?id=323
鳥鳴音樂,http://api.xiptv.x10.bz/anbo/?id=1407
GRASS COTTON,http://api.xiptv.x10.bz/anbo/?id=3221
Heavenly Harp Music,http://api.xiptv.x10.bz/anbo/?id=2540
大陸頻道,#genre#
CCTV1,http://api.xiptv.x10.bz/anbo/?id=2305
CCTV1,http://api.xiptv.x10.bz/anbo/?id=200
CCTV2,http://api.xiptv.x10.bz/anbo/?id=201
CCTV2,http://api.xiptv.x10.bz/anbo/?id=2763
CCTV3,http://api.xiptv.x10.bz/anbo/?id=202
CCTV3,http://api.xiptv.x10.bz/anbo/?id=2808
CCTV4,http://api.xiptv.x10.bz/anbo/?id=248
CCTV4,http://api.xiptv.x10.bz/anbo/?id=203
CCTV4,http://api.xiptv.x10.bz/anbo/?id=2764
CCTV5,http://api.xiptv.x10.bz/anbo/?id=204
CCTV5plus,http://api.xiptv.x10.bz/anbo/?id=205
CCTV5,http://api.xiptv.x10.bz/anbo/?id=2760
CCTV5plus,http://api.xiptv.x10.bz/anbo/?id=2759
CCTV6,http://api.xiptv.x10.bz/anbo/?id=206
CCTV6,http://api.xiptv.x10.bz/anbo/?id=2758
CCTV7,http://api.xiptv.x10.bz/anbo/?id=207
CCTV7,http://api.xiptv.x10.bz/anbo/?id=2757
CCTV8,http://api.xiptv.x10.bz/anbo/?id=208
CCTV8,http://api.xiptv.x10.bz/anbo/?id=2756
CCTV9,http://api.xiptv.x10.bz/anbo/?id=2308
CCTV9,http://api.xiptv.x10.bz/anbo/?id=209
CCTV10,http://api.xiptv.x10.bz/anbo/?id=210
CCTV11,http://api.xiptv.x10.bz/anbo/?id=2809
CCTV11,http://api.xiptv.x10.bz/anbo/?id=211
CCTV12,http://api.xiptv.x10.bz/anbo/?id=212
CCTV12,http://api.xiptv.x10.bz/anbo/?id=2755
CCTV13,http://api.xiptv.x10.bz/anbo/?id=213
CCTV13,http://api.xiptv.x10.bz/anbo/?id=2754
CCTV14,http://api.xiptv.x10.bz/anbo/?id=214
CCTV14,http://api.xiptv.x10.bz/anbo/?id=2826
CCTV15,http://api.xiptv.x10.bz/anbo/?id=215
CCTV16,http://api.xiptv.x10.bz/anbo/?id=2821
CCTV17,http://api.xiptv.x10.bz/anbo/?id=3260
浙江卫视,http://api.xiptv.x10.bz/anbo/?id=217
江苏卫视,http://api.xiptv.x10.bz/anbo/?id=218
江苏卫视,http://api.xiptv.x10.bz/anbo/?id=2829
南方卫视,http://api.xiptv.x10.bz/anbo/?id=219
北京卫视,http://api.xiptv.x10.bz/anbo/?id=220
北京衛視,http://api.xiptv.x10.bz/anbo/?id=221
广东卫视,http://api.xiptv.x10.bz/anbo/?id=231
广东卫视,http://api.xiptv.x10.bz/anbo/?id=1499
东方卫视,http://api.xiptv.x10.bz/anbo/?id=224
河南卫视,http://api.xiptv.x10.bz/anbo/?id=225
湖南卫视,http://api.xiptv.x10.bz/anbo/?id=3228
湖南卫视,http://api.xiptv.x10.bz/anbo/?id=226
湖北卫视,http://api.xiptv.x10.bz/anbo/?id=3229
湖北卫视,http://api.xiptv.x10.bz/anbo/?id=227
东南卫视,http://api.xiptv.x10.bz/anbo/?id=228
辽宁卫视,http://api.xiptv.x10.bz/anbo/?id=229
深圳卫视,http://api.xiptv.x10.bz/anbo/?id=230
深圳卫视,http://api.xiptv.x10.bz/anbo/?id=3230
安徽卫视,http://api.xiptv.x10.bz/anbo/?id=232
安徽卫视,http://api.xiptv.x10.bz/anbo/?id=2830
四川卫视,http://api.xiptv.x10.bz/anbo/?id=233
山东卫视,http://api.xiptv.x10.bz/anbo/?id=234
青田電視台,http://api.xiptv.x10.bz/anbo/?id=2295
天津衛視,http://api.xiptv.x10.bz/anbo/?id=1093
江西衛視,http://api.xiptv.x10.bz/anbo/?id=1097
新疆衛視,http://api.xiptv.x10.bz/anbo/?id=1026
にっぽん,#genre#
JapaNews24,http://api.xiptv.x10.bz/anbo/?id=425
スカイA,http://api.xiptv.x10.bz/anbo/?id=2433
日テレニュース24,http://api.xiptv.x10.bz/anbo/?id=292
フジone,http://api.xiptv.x10.bz/anbo/?id=2300
フジ two,http://api.xiptv.x10.bz/anbo/?id=2301
フジ next,http://api.xiptv.x10.bz/anbo/?id=2750
KANSAI News24,http://api.xiptv.x10.bz/anbo/?id=247
メ～テレNEWS,http://api.xiptv.x10.bz/anbo/?id=245
広島ニュース,http://api.xiptv.x10.bz/anbo/?id=1095
TBS NEWS,http://api.xiptv.x10.bz/anbo/?id=1096
STV NEWS,http://api.xiptv.x10.bz/anbo/?id=1500
テレ朝チャンネル1,http://api.xiptv.x10.bz/anbo/?id=2271
テレ朝チャンネル2,http://api.xiptv.x10.bz/anbo/?id=2344
スポーツライブ＋,http://api.xiptv.x10.bz/anbo/?id=2343
読売テレビ,http://api.xiptv.x10.bz/anbo/?id=198
関西テレビ,http://api.xiptv.x10.bz/anbo/?id=235
BS日テレ,http://api.xiptv.x10.bz/anbo/?id=240
BS朝日,http://api.xiptv.x10.bz/anbo/?id=241
BS-TBS,http://api.xiptv.x10.bz/anbo/?id=242
BSテレビ東京,http://api.xiptv.x10.bz/anbo/?id=243
SATVニュース,http://api.xiptv.x10.bz/anbo/?id=1594
BSフジ,http://api.xiptv.x10.bz/anbo/?id=244
旅チャンネル,http://api.xiptv.x10.bz/anbo/?id=2304
TOKYO MX 1,http://api.xiptv.x10.bz/anbo/?id=2204
TOKYO MX 2,http://api.xiptv.x10.bz/anbo/?id=2205
朝日放送テレビ,http://api.xiptv.x10.bz/anbo/?id=237
時代劇専門チャンネル,http://api.xiptv.x10.bz/anbo/?id=287
TV Tokyo,http://api.xiptv.x10.bz/anbo/?id=123
J SPORTS 1,http://api.xiptv.x10.bz/anbo/?id=129
J SPORTS 2,http://api.xiptv.x10.bz/anbo/?id=130
J SPORTS 3,http://api.xiptv.x10.bz/anbo/?id=131
J SPORTS 4,http://api.xiptv.x10.bz/anbo/?id=132
ABC朝日,http://api.xiptv.x10.bz/anbo/?id=127
FU JI,http://api.xiptv.x10.bz/anbo/?id=122
テレビ東京,http://api.xiptv.x10.bz/anbo/?id=2202
フジテレビ,http://api.xiptv.x10.bz/anbo/?id=2203
テレビ朝日,http://api.xiptv.x10.bz/anbo/?id=125
大阪TV,http://api.xiptv.x10.bz/anbo/?id=126
WOWOWプライム,http://api.xiptv.x10.bz/anbo/?id=133
WOWOWライブ,http://api.xiptv.x10.bz/anbo/?id=134
WOWOWシネマ,http://api.xiptv.x10.bz/anbo/?id=135
スターチャンネル1,http://api.xiptv.x10.bz/anbo/?id=136
日本テレビ,http://api.xiptv.x10.bz/anbo/?id=119
毎日放送,http://api.xiptv.x10.bz/anbo/?id=199
ゴルフネットワーク,http://api.xiptv.x10.bz/anbo/?id=249
HTB北海道,http://api.xiptv.x10.bz/anbo/?id=39
日テレG+,http://api.xiptv.x10.bz/anbo/?id=2298
GAORA SPORTS,http://api.xiptv.x10.bz/anbo/?id=296
TBS,http://api.xiptv.x10.bz/anbo/?id=124
TBS,http://api.xiptv.x10.bz/anbo/?id=2201
アニマックス,http://api.xiptv.x10.bz/anbo/?id=139
グリーンチャンネル,http://api.xiptv.x10.bz/anbo/?id=140
キッズステーション,http://api.xiptv.x10.bz/anbo/?id=289
MUSIC ON! TV,http://api.xiptv.x10.bz/anbo/?id=288
QVCライブ,http://api.xiptv.x10.bz/anbo/?id=2218
BS日本映画専門Ch,http://api.xiptv.x10.bz/anbo/?id=2219
Discovery Japan,http://api.xiptv.x10.bz/anbo/?id=290
衛星劇場,http://api.xiptv.x10.bz/anbo/?id=2345
日テレG＋,http://api.xiptv.x10.bz/anbo/?id=2434
兵庫県の最新,http://api.xiptv.x10.bz/anbo/?id=1142
KBC NEWS,http://api.xiptv.x10.bz/anbo/?id=3219
TBS,http://api.xiptv.x10.bz/anbo/?id=2917
NHK World,http://api.xiptv.x10.bz/anbo/?id=2918
BS-富士,http://api.xiptv.x10.bz/anbo/?id=2919
フジテレビ富士,http://api.xiptv.x10.bz/anbo/?id=2920
テレビ朝日,http://api.xiptv.x10.bz/anbo/?id=2921
テレビ東京,http://api.xiptv.x10.bz/anbo/?id=2922
日本テレビ,http://api.xiptv.x10.bz/anbo/?id=2923
スター・チャンネル,http://api.xiptv.x10.bz/anbo/?id=3210
BS朝日,http://api.xiptv.x10.bz/anbo/?id=3213
BS-TBS,http://api.xiptv.x10.bz/anbo/?id=3214
JSPORTS 1,http://api.xiptv.x10.bz/anbo/?id=1210
BS日テレ,http://api.xiptv.x10.bz/anbo/?id=1215
한국,#genre#
연합뉴스TV,http://api.xiptv.x10.bz/anbo/?id=1039
KBS KOREA,http://api.xiptv.x10.bz/anbo/?id=1040
YTN2,http://api.xiptv.x10.bz/anbo/?id=1058
CATCH ON2,http://api.xiptv.x10.bz/anbo/?id=3200
SBS,http://api.xiptv.x10.bz/anbo/?id=3107
SBS BIZ,http://api.xiptv.x10.bz/anbo/?id=3201
Channel A,http://api.xiptv.x10.bz/anbo/?id=3204
TV Chosun 2,http://api.xiptv.x10.bz/anbo/?id=3202
CATCH ON1,http://api.xiptv.x10.bz/anbo/?id=3207
JEI재능TV,http://api.xiptv.x10.bz/anbo/?id=3205
NOW[미드],http://api.xiptv.x10.bz/anbo/?id=3166
AXN[미드],http://api.xiptv.x10.bz/anbo/?id=3168
SCREEN,http://api.xiptv.x10.bz/anbo/?id=3153
런닝맨,http://api.xiptv.x10.bz/anbo/?id=2347
KBS드라마1,http://api.xiptv.x10.bz/anbo/?id=2348
MBC드라마넷,http://api.xiptv.x10.bz/anbo/?id=2349
I.NET,http://api.xiptv.x10.bz/anbo/?id=2351
SkySports,http://api.xiptv.x10.bz/anbo/?id=2352
KBSN Sports,http://api.xiptv.x10.bz/anbo/?id=2353
SBS Sports,http://api.xiptv.x10.bz/anbo/?id=2354
FTV,http://api.xiptv.x10.bz/anbo/?id=2355
바둑TV,http://api.xiptv.x10.bz/anbo/?id=2356
FTV,http://api.xiptv.x10.bz/anbo/?id=2905
OCN Thrills,http://api.xiptv.x10.bz/anbo/?id=2357
OBS,http://api.xiptv.x10.bz/anbo/?id=2358
OBS,http://api.xiptv.x10.bz/anbo/?id=2359
투니버스Tooniverse 39,http://api.xiptv.x10.bz/anbo/?id=2360
연변위성,http://api.xiptv.x10.bz/anbo/?id=2361
MBC,http://api.xiptv.x10.bz/anbo/?id=3106
Mnet,http://api.xiptv.x10.bz/anbo/?id=3203
MBN,http://api.xiptv.x10.bz/anbo/?id=3197
JTBC,http://api.xiptv.x10.bz/anbo/?id=3108
tvN,http://api.xiptv.x10.bz/anbo/?id=1154
OCN Movies,http://api.xiptv.x10.bz/anbo/?id=3165
OCN,http://api.xiptv.x10.bz/anbo/?id=3206
CTS,http://api.xiptv.x10.bz/anbo/?id=491
SPOTV ON1,http://api.xiptv.x10.bz/anbo/?id=3104
Spotv2,http://api.xiptv.x10.bz/anbo/?id=267
SPOTV ON2,http://api.xiptv.x10.bz/anbo/?id=3105
THE K-POP,http://api.xiptv.x10.bz/anbo/?id=493
SBS골프,http://api.xiptv.x10.bz/anbo/?id=486
TV Chosun,http://api.xiptv.x10.bz/anbo/?id=3109
한국경제,http://api.xiptv.x10.bz/anbo/?id=1064
매일경제TV,http://api.xiptv.x10.bz/anbo/?id=1065
YTN 사이언스,http://api.xiptv.x10.bz/anbo/?id=1605
Arirang TV,http://api.xiptv.x10.bz/anbo/?id=256
KBC,http://api.xiptv.x10.bz/anbo/?id=1307
MTN,http://api.xiptv.x10.bz/anbo/?id=1504
토마토TV,http://api.xiptv.x10.bz/anbo/?id=1544
이데일리TV,http://api.xiptv.x10.bz/anbo/?id=1554
EBS1,http://api.xiptv.x10.bz/anbo/?id=2439
EBS2,http://api.xiptv.x10.bz/anbo/?id=3006
EBS KIDS,http://api.xiptv.x10.bz/anbo/?id=3007
EBS PLUS2,http://api.xiptv.x10.bz/anbo/?id=3009
EBSe,http://api.xiptv.x10.bz/anbo/?id=3010
tvN Show,http://api.xiptv.x10.bz/anbo/?id=1020
tvN Story,http://api.xiptv.x10.bz/anbo/?id=1062
Inet TV,http://api.xiptv.x10.bz/anbo/?id=263
Tooniverse,http://api.xiptv.x10.bz/anbo/?id=1100
대교 어린이,http://api.xiptv.x10.bz/anbo/?id=260
CNTV,http://api.xiptv.x10.bz/anbo/?id=3167
Kids Talk Talk,http://api.xiptv.x10.bz/anbo/?id=1582
SPOTV Golf,http://api.xiptv.x10.bz/anbo/?id=3169
SBS Golf,http://api.xiptv.x10.bz/anbo/?id=3170
JTBC Golf,http://api.xiptv.x10.bz/anbo/?id=3173
JTBC Golf&Sports,http://api.xiptv.x10.bz/anbo/?id=3198
MBC Sports,http://api.xiptv.x10.bz/anbo/?id=3174
SBS Sports,http://api.xiptv.x10.bz/anbo/?id=3199
SPOTV2,http://api.xiptv.x10.bz/anbo/?id=250
KBSN Sports,http://api.xiptv.x10.bz/anbo/?id=174
TVBaduk,http://api.xiptv.x10.bz/anbo/?id=2906
Channel China,http://api.xiptv.x10.bz/anbo/?id=2907
SKY Sports,http://api.xiptv.x10.bz/anbo/?id=2910
tvN Sports,http://api.xiptv.x10.bz/anbo/?id=2931
Smithsonian,http://api.xiptv.x10.bz/anbo/?id=2934
BTN,http://api.xiptv.x10.bz/anbo/?id=3078
SPOTV,http://api.xiptv.x10.bz/anbo/?id=3080
CHING,http://api.xiptv.x10.bz/anbo/?id=3081
CPBC,http://api.xiptv.x10.bz/anbo/?id=3083
KBS2,http://api.xiptv.x10.bz/anbo/?id=3075
CGNTV GW,http://api.xiptv.x10.bz/anbo/?id=2911
Discovery,http://api.xiptv.x10.bz/anbo/?id=3196
美國頻道,#genre#
Sinovision,http://api.xiptv.x10.bz/anbo/?id=1101
mlb  network,http://api.xiptv.x10.bz/anbo/?id=3250
BTN,http://api.xiptv.x10.bz/anbo/?id=3256
mlb  network,http://api.xiptv.x10.bz/anbo/?id=3251
TLC,http://api.xiptv.x10.bz/anbo/?id=1206
FOX,http://api.xiptv.x10.bz/anbo/?id=1218
FOX NOW,http://api.xiptv.x10.bz/anbo/?id=1506
WillowCricket,http://api.xiptv.x10.bz/anbo/?id=3231
coking chan,http://api.xiptv.x10.bz/anbo/?id=3233
CNN,http://api.xiptv.x10.bz/anbo/?id=1507
CNN （備用）,http://api.xiptv.x10.bz/anbo/?id=1102
Msnbc,http://api.xiptv.x10.bz/anbo/?id=1541
MSNBC（備）,http://api.xiptv.x10.bz/anbo/?id=1104
Yahoo Finance,http://api.xiptv.x10.bz/anbo/?id=2541
ABC News,http://api.xiptv.x10.bz/anbo/?id=1508
NBC,http://api.xiptv.x10.bz/anbo/?id=1509
NBC,http://api.xiptv.x10.bz/anbo/?id=1217
Fox Business,http://api.xiptv.x10.bz/anbo/?id=1511
Fox Business,http://api.xiptv.x10.bz/anbo/?id=1108
FOX Weather,http://api.xiptv.x10.bz/anbo/?id=2742
E!,http://api.xiptv.x10.bz/anbo/?id=1222
E,http://api.xiptv.x10.bz/anbo/?id=1536
Hbo East,http://api.xiptv.x10.bz/anbo/?id=1513
HBO Family,http://api.xiptv.x10.bz/anbo/?id=1113
HBO Comedy,http://api.xiptv.x10.bz/anbo/?id=1109
Hbo Family,http://api.xiptv.x10.bz/anbo/?id=1512
HBO Signature,http://api.xiptv.x10.bz/anbo/?id=1112
HBO 2 US,http://api.xiptv.x10.bz/anbo/?id=1111
Hbo One,http://api.xiptv.x10.bz/anbo/?id=1514
HBO 1 US,http://api.xiptv.x10.bz/anbo/?id=1110
Tennis chan,http://api.xiptv.x10.bz/anbo/?id=1519
Tennis chan（備）,http://api.xiptv.x10.bz/anbo/?id=3235
law and crime,http://api.xiptv.x10.bz/anbo/?id=1540
MTV,http://api.xiptv.x10.bz/anbo/?id=1546
FX,http://api.xiptv.x10.bz/anbo/?id=1551
CNBC,http://api.xiptv.x10.bz/anbo/?id=1106
CNBC,http://api.xiptv.x10.bz/anbo/?id=1555
CW,http://api.xiptv.x10.bz/anbo/?id=1557
CW,http://api.xiptv.x10.bz/anbo/?id=1220
Animal,http://api.xiptv.x10.bz/anbo/?id=1558
Animal Planet,http://api.xiptv.x10.bz/anbo/?id=1203
AE,http://api.xiptv.x10.bz/anbo/?id=1559
Investigation Discovery,http://api.xiptv.x10.bz/anbo/?id=1564
Lifetime Movie Network,http://api.xiptv.x10.bz/anbo/?id=1565
Showtime,http://api.xiptv.x10.bz/anbo/?id=1568
StarZ,http://api.xiptv.x10.bz/anbo/?id=1569
USA Network,http://api.xiptv.x10.bz/anbo/?id=1571
Right Now,http://api.xiptv.x10.bz/anbo/?id=144
Atlanta,http://api.xiptv.x10.bz/anbo/?id=1055
Panama City,http://api.xiptv.x10.bz/anbo/?id=1056
Pawleys Island,http://api.xiptv.x10.bz/anbo/?id=1057
HGTV,http://api.xiptv.x10.bz/anbo/?id=1538
HGTV,http://api.xiptv.x10.bz/anbo/?id=2311
National Geographic,http://api.xiptv.x10.bz/anbo/?id=2312
Nat Geo Wild,http://api.xiptv.x10.bz/anbo/?id=1521
Nat Geo Wild,http://api.xiptv.x10.bz/anbo/?id=2313
Cinemax,http://api.xiptv.x10.bz/anbo/?id=2314
IFC,http://api.xiptv.x10.bz/anbo/?id=1362
